Unnamed: 0,Vendor_Batch,Yield,SMARTCAL,DRIFTELITE,OFFSET,RESISTANCE,PROD_VAL,SMARTCAL_Yield,DRIFTELITE_Yield,OFFSET_Yield,RESISTANCE_Yield
5,523860-10,0.7616,227,189,204,143,183,0.8394378630547505,0.9336595301891293,0.802474828599708,0.9831216277454949
1,523288-09,0.3964,237,125,154,197,139,0.9176454225023052,0.9073380117596396,0.9288206240214253,0.9780189828059748
3,523860-01,0.8194,241,211,201,190,142,0.893199854820584,0.8940707229318321,0.9364258620468562,0.9778473065451362
6,523860-04,0.7771,151,125,117,108,96,0.8370044052863436,0.856,0.8080901934330196,0.9775980814442896
4,523860-10,0.8335,144,185,182,143,134,0.8370044052863436,0.8915354302893401,0.7857142857142857,0.9874358987129019
4,523288-10,0.7429,196,157,166,144,147,0.8370044052863436,0.9359962241506454,0.8823699444199773,0.9867364382545569
5,523860-04,0.7929,140,127,107,89,113,0.8741011424396016,0.858085729008046,0.7907534363885834,0.9761639261576718
3,523860-10,0.8149,220,209,161,138,91,0.8380952559880729,0.8847157278632706,0.8009927794253741,1.0
3,523288-10,0.3179,189,188,140,150,122,0.8728022059739344,0.9177723250698937,0.8670128803075532,0.9886790974069835
7,523860-10,0.8023,152,177,155,98,110,0.8729278756569503,0.8753183494878336,0.7857142857142857,1.0
5,523288-08,0.3262,177,170,143,132,138,0.8878234982183544,0.9101743249392128,0.9186572124988087,0.9898357684695304
0,523288-06,0.3628,241,222,211,197,193,0.9304237690720397,0.954337899543379,0.9395464271692455,0.9853924795347988
6,523860-04,0.7805,149,125,110,122,112,0.8915621254264963,0.8610335063826663,0.9238586333516791,0.9802718811112978
2,523288-11,0.3897,179,141,139,144,139,0.8935463245303849,0.8772554382244511,0.933585694095817,0.9861814653101234
7,523860-10,0.849,147,184,177,141,136,0.8370044052863436,0.8944368735996999,0.7937964428953832,0.9874399642065603
1,523288-08,0.3508,187,167,139,131,135,0.9076810111655645,0.9225818663217299,0.9297277961803583,0.9858795461790041
1,523288-08,0.3506,177,146,115,133,130,0.9221850289498363,0.9000133638623224,0.9255749755104303,0.9898901746412198
0,523288-08,0.3595,163,161,149,119,133,0.9060581867855954,0.8994190337018539,0.9187422127715963,0.9846400738539062
2,523288-11,0.3174,190,177,137,133,140,0.8983288038484984,0.878657767780964,0.9428571428571428,0.9871167267920776
6,523288-08,0.8593,166,151,131,133,136,0.8963462300343294,0.9122377018909926,0.9279706558923354,0.9835146357368205
1,523288-06,0.3174,230,220,173,197,189,0.8638313164039555,0.909993307068168,0.9428571428571428,0.98241811714199
1,523288-10,0.3174,173,141,163,145,142,0.8890850944077511,0.9204887704615533,0.9019024418478865,1.0
6,523860-04,0.7614,220,125,118,114,100,0.8900281136777453,0.856,0.7857142857142857,0.9796654428997331
6,523860-04,0.8029,146,125,186,126,95,0.8958518354699627,0.8583296686663766,0.7925345594929274,0.982322072925818
2,523288-09,0.3559,241,211,191,194,193,0.9352836985348112,0.9404708783860289,0.9243497639665059,0.9823864684608012
3,523288-11,0.3861,153,149,131,126,146,0.8638588440330706,0.881289973783738,0.9428571428571428,0.9829366686673798
5,523288-10,0.3174,213,185,156,138,153,0.8783038374021455,0.894052261774543,0.9044365471642658,0.9877347392223232
7,523288-11,0.3615,188,178,130,116,132,0.8923654324208108,0.8936377012909668,0.9428571428571428,0.985254958739808
1,523288-10,0.3174,204,191,171,145,141,0.8722315312945359,0.8991546451484767,0.8526813258663793,0.989224509128309
7,523860-10,0.3174,234,179,153,142,137,0.8370044052863436,0.8751659366376381,0.9263817432574474,0.9887951180496649
1,523860-01,0.8614,239,222,211,126,181,0.8925825500981416,0.954337899543379,0.938233566266928,0.9755626929887152
0,523288-10,0.3174,218,132,154,140,154,0.8740475403175334,0.9071455041013945,0.9006998198078593,0.9859940856734378
2,523288-08,0.3681,176,157,107,124,134,0.9153861243772334,0.9122868318187123,0.7857142857142857,0.9908360472726518
3,523860-10,0.8348,218,218,181,192,138,0.8480564529833924,0.9027308734195096,0.7857142857142857,0.9826107173289903
1,523860-01,0.8038,241,216,203,191,186,0.9036356639348049,0.954337899543379,0.9401692654056629,0.9752156593625212
1,523860-04,0.8718,173,125,107,89,90,0.8840051501579628,0.8633365640445964,0.8121250421475232,0.9747865680548946
3,523860-10,0.3938,164,166,211,137,137,0.8779663677481492,0.8887301516513777,0.7857142857142857,1.0
3,523288-09,0.3675,234,166,148,197,136,0.8370044052863436,0.8860165958520423,0.9348330102135716,0.9905989871369741
0,523288-08,0.3325,234,222,210,185,131,0.907679857914566,0.954337899543379,0.9238204673461688,0.9873189070425844
7,523288-11,0.3174,164,172,148,135,136,0.8839842126679612,0.8882778318658896,0.9428571428571428,0.9896529182262304
7,523860-04,0.7951,140,125,123,101,105,0.875758302602939,0.856,0.8269556064328617,0.9760007174482876
0,523288-06,0.3384,233,222,211,197,193,0.9255897111343375,0.954337899543379,0.9283351549494524,0.9800532630998116
0,523288-09,0.8337,238,132,187,137,187,0.9286433005378668,0.9014436377654904,0.9257670193646679,0.9879139451546544
7,523860-10,0.8516,152,173,188,133,145,0.8498425811934149,0.8698838784587122,0.7857142857142857,1.0
1,523860-01,0.3664,195,125,161,141,149,0.8926155301684058,0.902657960363828,0.9340962147143367,0.9951559592910797
6,523288-11,0.3872,238,189,169,145,135,0.9021174073173003,0.867374820754125,0.9428571428571428,0.9878788825719992
1,523288-09,0.3953,236,222,108,193,181,0.9225318185721354,0.8798528619598102,0.9327818154318399,0.9897081720207803
2,523288-09,0.3533,235,222,188,187,191,0.9012347133654238,0.8926686231253418,0.9337739636444101,0.9911564732488697
0,523288-06,0.3736,241,222,193,197,193,0.9342028305353678,0.954337899543379,0.9308646617699605,0.9785362891591983
2,523288-09,0.4055,169,210,195,197,124,0.9182677870995216,0.8835500533409164,0.9251725352555265,1.0
3,523288-11,0.3735,191,132,162,138,141,0.9156718644039933,0.8685495851993165,0.9428571428571428,0.9905680988486374
7,523860-04,0.3516,163,132,108,102,101,0.8803082793608561,0.8866931685193591,0.8269657915750744,0.9893617197583406
7,523860-10,0.8217,142,164,191,141,146,0.8370044052863436,0.9102580453902365,0.8275478945519368,1.0
5,523860-04,0.3479,140,125,113,96,97,0.8892474421705377,0.86847871017493,0.8194007514733048,0.9779709866307448
3,523860-01,0.3664,241,220,210,197,193,0.9064650919931682,0.9201877224916335,0.9298282057398986,0.9792868335057225
7,523860-04,0.7572,144,125,107,99,95,0.8694238270845174,0.856,0.8156804831617573,0.978578606476422
1,523288-09,0.3792,241,221,149,197,193,0.9119873709207683,0.8978630819641809,0.9346532882529303,0.991067601948888
6,523860-10,0.7751,234,222,163,141,190,0.8890735730835169,0.9388108946853561,0.9180342156142981,1.0
2,523288-10,0.8041,241,152,151,148,139,0.8835499706018487,0.8999164059236779,0.9428571428571428,1.0
1,523288-10,0.3174,202,168,176,144,147,0.8370044052863436,0.9086323205138572,0.9025018736091805,0.9884067449659145
0,523288-06,0.3174,241,222,211,197,193,0.9367088607594936,0.954337899543379,0.9266776833850073,0.9818264330971491
3,523860-01,0.847,241,212,208,197,193,0.9073522479413912,0.9451592922285131,0.9428571428571428,0.976399999727719
1,523288-09,0.4061,241,222,193,181,185,0.9247367013709916,0.9020311931578794,0.9202469426776998,0.980305419901534
4,523288-08,0.3174,165,146,180,123,193,0.9070576991351805,0.9116166452875959,0.9195080847532546,0.9869819868132769
0,523288-08,0.3231,174,178,151,126,129,0.9201803923590464,0.9279311783903578,0.9265876026602002,0.9874859329965908
0,523288-08,0.3769,241,218,153,123,122,0.8908575371650909,0.9232816277388408,0.9132472085592214,0.9811475901569098
5,523860-01,0.3486,239,220,157,197,193,0.8974939038171285,0.954337899543379,0.9242676301609664,0.9779198381430787
1,523288-08,0.3174,159,179,154,130,133,0.8890067471658082,0.911891810374372,0.926394161690096,0.9893798224356851
0,523288-06,0.3174,241,221,211,197,193,0.9097598575984824,0.954337899543379,0.9277077263823584,0.9813784323383169
1,523288-10,0.3174,180,181,170,140,148,0.884989353128506,0.8977938117608476,0.895318917090651,0.9870409917479002
6,523860-04,0.8097,158,125,107,89,103,0.8868918503835218,0.8629399652120411,0.810236006623406,0.9830622054858137
2,523288-10,0.3593,201,197,163,149,144,0.9149987945147509,0.9067247369381031,0.8693557024536961,0.9871284281935391
1,523288-08,0.3174,186,165,137,139,136,0.8886170668972531,0.9265983356422989,0.8238063409174553,0.9890572002925863
0,523288-06,0.3174,192,167,206,147,123,0.911581638119794,0.9309264322789792,0.9428571428571428,0.9914213737939902
3,523288-11,0.3788,237,154,158,131,143,0.8982364475711468,0.8862778896383241,0.9416208839807887,0.987669442323621
0,523288-06,0.3174,241,222,211,197,193,0.9129892872282122,0.954337899543379,0.942321833112164,0.9911592071392815
0,523288-06,0.3174,238,222,207,197,193,0.9253679390657311,0.954337899543379,0.9242101401426192,0.9863769897202109
4,523860-01,0.8337,233,164,149,106,105,0.8702583468003302,0.916162977598111,0.9300125975240375,0.9776924224769967
6,523288-11,0.332,156,146,116,132,131,0.8772291036689255,0.8832569517766778,0.9428571428571428,0.9889899810541677
0,523288-09,0.3609,241,222,193,195,192,0.9367088607594936,0.954337899543379,0.9428571428571428,0.9895291124216861
1,523288-10,0.3174,169,196,177,149,153,0.8370044052863436,0.8941359982280558,0.8962118134794138,1.0
5,523860-04,0.7585,144,125,125,105,105,0.8789158635683683,0.8572204104104663,0.8198171729443451,0.9890616247554024
0,523288-10,0.3174,210,151,165,143,150,0.8370044052863436,0.884236890810248,0.8795769466241418,0.9902026168396045
6,523288-11,0.3174,173,173,154,134,143,0.8370044052863436,0.9089082925832997,0.8042373273700485,0.98566679835519
7,523860-01,0.7685,241,136,207,197,193,0.8902514461587114,0.9052160817001085,0.9260538831335573,0.977765528923967
5,523860-10,0.7846,151,168,125,142,144,0.9059004559418161,0.9057900406919058,0.7893156429805397,1.0
2,523288-09,0.876,241,211,190,188,189,0.9173443406578236,0.9516864336908305,0.9260531729301789,0.9837990042519894
0,523288-08,0.3174,190,148,155,109,132,0.8760040960732861,0.912649016155344,0.9092873508054361,0.9891942689706158
7,523860-10,0.7711,151,167,164,145,142,0.8402846344589637,0.9029631026848969,0.7998313017618562,1.0
2,523288-11,0.3174,213,188,142,134,143,0.9104239914004375,0.8845469514677772,0.930318565139341,0.9879811806036412
0,523288-06,0.3174,241,221,146,188,193,0.9055803874024265,0.954337899543379,0.9428571428571428,0.9843062289461302
0,523288-08,0.3174,180,134,148,123,130,0.9157965978395932,0.9081511988197517,0.936761471286221,0.9873902918128522
5,523860-01,0.7502,186,187,141,131,139,0.8772555937660628,0.9107145804028184,0.9265932258912276,0.9749438869192772
1,523288-08,0.3533,239,169,204,193,193,0.926689767172219,0.954337899543379,0.9221389710596435,0.9881333454097679
0,523288-06,0.3628,241,222,211,197,193,0.9334040918020409,0.9340807491558611,0.9428571428571428,0.9822250584757043
6,523860-10,0.7792,178,152,185,142,150,0.8370044052863436,0.8949390271366708,0.7941948095047593,1.0
0,523288-10,0.3174,176,155,153,133,141,0.8784198940501644,0.8892921476395105,0.8279170938235018,0.9880815425676983
5,523288-10,0.3174,181,143,171,144,153,0.8370044052863436,0.8962253426475647,0.8886129868426088,0.985668692801046
2,523288-08,0.3214,142,157,126,128,134,0.9162473948181977,0.8964862255127862,0.9220260109169686,0.9866083577524003
7,523860-10,0.7969,231,184,156,155,140,0.8370044052863436,0.866399578772595,0.7857142857142857,0.9999762270941521
2,523860-04,0.3174,140,140,143,89,121,0.8745087221480009,0.8599700678252942,0.7983418572126444,0.9776958937155616
6,523860-04,0.8286,217,133,125,99,122,0.8835016123601698,0.856,0.7857142857142857,1.0
1,523288-09,0.3464,180,221,128,132,193,0.902292290951999,0.9105613657136137,0.918045005034825,0.9894516796490878
3,523288-10,0.3233,219,148,166,141,149,0.8773002182038296,0.903421878045958,0.8743002340484167,0.9867901153888031
6,523288-10,0.3174,209,157,157,147,144,0.8370044052863436,0.8963812263233505,0.8771268669514156,0.9900651217214039
0,523288-08,0.3192,176,210,149,144,133,0.8896456057131698,0.954337899543379,0.9165307312644999,0.985802724361589
2,523288-11,0.8711,172,172,159,139,132,0.8370044052863436,0.9053085463684104,0.9347780501259856,0.9858228285238281
7,523860-10,0.8751,232,186,210,123,136,0.8370044052863436,0.8653910538997306,0.9278344315257796,0.9839779626906131
3,523288-10,0.3629,188,179,167,145,150,0.8370044052863436,0.954337899543379,0.9358392158286118,0.9897320970668716
4,523288-10,0.7849,241,142,165,146,150,0.8834809209567053,0.8768708886946984,0.9299748088984594,1.0
1,523288-11,0.3174,186,125,151,133,134,0.9179787953747474,0.890941112702256,0.9335501034214265,0.9865820109058444
0,523288-10,0.3174,189,178,164,147,144,0.8370044052863436,0.9174968970850819,0.9288082652203082,1.0
7,523860-04,0.4941,155,137,130,134,193,0.8370044052863436,0.8819178830244694,0.9223290199984977,0.9893100165163383
0,523288-08,0.3545,175,145,161,116,142,0.9083790468136336,0.9163758815717958,0.9204313599467985,0.988569578224417
3,523288-09,0.3912,241,222,178,197,193,0.9113668074742614,0.954337899543379,0.9278481397336702,0.9908452613011702
3,523288-06,0.3174,226,215,208,197,193,0.918605970963763,0.954337899543379,0.9282013369706745,0.9783603112281306
4,523860-04,0.8279,140,125,127,89,128,0.8626112255589778,0.8774418443621953,0.8229989404463853,0.9773453671955311
0,523288-08,0.3174,163,125,137,137,141,0.921028590012018,0.894024271134973,0.9290445181680969,0.988178905430607
5,523860-04,0.3484,145,126,132,128,113,0.8890268882302897,0.856,0.857538413689156,0.9783663797595032
1,523288-11,0.403,191,164,148,143,135,0.8875090331812707,0.8771124622707065,0.9428571428571428,0.9964725551094292
5,523860-10,0.8486,156,170,150,122,142,0.8969283208918963,0.8851688884223955,0.7911062193257148,1.0
1,523288-08,0.3174,182,159,138,131,131,0.9010784540072785,0.9156262175353469,0.9280723368306897,1.0
0,523288-08,0.3174,229,134,153,129,144,0.893434932340818,0.9030515164373774,0.9219610759149166,0.9865437656483096
3,523860-01,0.8151,237,219,211,197,191,0.8884571442054313,0.954337899543379,0.9336615643396218,0.9764900005919364
7,523860-04,0.8035,148,125,107,89,106,0.8731735013410221,0.856,0.8064978115814706,0.996658731457935
5,523288-08,0.32,172,153,122,142,142,0.8840634346356858,0.89984675966185,0.7857142857142857,1.0
3,523288-10,0.3174,241,216,157,144,145,0.8834786569605645,0.9076263354646258,0.93834105743853,0.9893784014552521
1,523288-09,0.4913,241,222,190,172,192,0.9367088607594936,0.9473777679512143,0.9427122383902357,0.9847523413458361
1,523288-11,0.3973,181,162,164,131,127,0.9306517481142553,0.8695234143896626,0.941045962194173,0.9861825448098269
0,523288-06,0.3174,241,222,211,197,193,0.9367088607594936,0.954337899543379,0.9284779751948659,0.9882940888193499
1,523860-01,0.409,241,213,203,191,193,0.890172935604794,0.9041648690444368,0.9384640974734516,0.9743589743589745
7,523860-10,0.3174,149,172,165,136,131,0.8536560992273595,0.8914991692204738,0.7857142857142857,1.0
4,523288-08,0.3385,183,149,148,130,121,0.8505140701580294,0.8987917567023229,0.9282938267836527,0.986359553425203
0,523288-08,0.3338,205,151,161,132,134,0.9275726999398939,0.9015054428076413,0.9218951235397741,0.9885975112239518
5,523288-08,0.3174,165,142,147,128,134,0.8965116068986722,0.8985388967993335,0.9135192488578806,0.9794116590604109
1,523860-01,0.8104,225,209,174,149,145,0.8942241117307561,0.954337899543379,0.9428571428571428,0.974471660838305
0,523288-10,0.3174,197,165,170,137,145,0.902818918937705,0.9056910767269446,0.8766755652995977,0.9893967074218837
6,523860-04,0.8271,146,125,107,89,100,0.8778757228908052,0.856,0.7857142857142857,1.0
0,523288-06,0.3174,241,216,211,197,193,0.9164141475299975,0.9398151018697305,0.9227433116035046,0.9798246911491663
3,523860-04,0.856,155,125,107,109,94,0.8738146149359232,0.856,0.7857142857142857,0.9822725711623621
2,523860-01,0.8238,241,222,198,197,193,0.9044838039811552,0.954337899543379,0.9316730547949622,0.9760263086809365
3,523288-08,0.3174,163,168,107,122,131,0.9047988176793589,0.8963917879661807,0.9146096770325031,0.9752387732904306
0,523288-06,0.3174,241,222,211,197,193,0.9230149681003346,0.954337899543379,0.9189495232980773,0.9824671752032705
1,523288-09,0.8331,235,213,189,190,191,0.9194740216481103,0.8669352735267966,0.9252118117976883,0.9893041786672293
0,523288-06,0.3217,240,222,210,197,192,0.9164545437536279,0.9504121120863113,0.9336945916658869,0.9813243523928195
1,523288-09,0.8673,241,222,207,188,192,0.9154932134081275,0.9305262817332755,0.9346536993877758,0.9907564519226381
3,523860-10,0.8311,228,199,187,148,140,0.9007065255266454,0.8849614562998399,0.7857142857142857,1.0
6,523860-10,0.7221,228,180,180,137,143,0.8370044052863436,0.8864844323368183,0.7883880450182327,1.0
2,523288-11,0.3918,184,140,132,195,134,0.8983300443483602,0.8952092200214652,0.9428571428571428,0.9972576389581471
5,523860-10,0.3174,160,189,211,147,142,0.8370044052863436,0.8794501124562517,0.7857142857142857,1.0
0,523288-08,0.3174,172,183,135,132,132,0.9000021274230188,0.8985734461733798,0.9317070326595893,1.0
4,523860-10,0.7408,159,125,161,147,148,0.8370044052863436,0.8999442559699505,0.8458727048716379,0.9903773547888555
0,523288-10,0.3174,200,176,161,156,153,0.8723577826366393,0.9058975499860662,0.9090610715434884,0.9879501892102494
2,523288-10,0.3174,191,174,148,197,154,0.886952248968313,0.9139449411609645,0.8426613759310427,0.9893735149182232
6,523860-10,0.7871,147,188,147,130,134,0.8396161027619661,0.8950987994173168,0.7857142857142857,1.0
5,523288-11,0.7855,143,132,153,116,135,0.8867643730830338,0.8715085151658301,0.939974585292687,0.9850663268732434
0,523288-09,0.3942,241,222,186,170,182,0.9226327106965968,0.8839660764716457,0.9279391041621107,0.9844614904867983
5,523288-11,0.3192,159,186,144,141,128,0.8931362694151379,0.8667377250844734,0.9263204409591782,0.985696746649636
2,523288-09,0.422,241,222,204,184,193,0.9165799047098974,0.9454411195278968,0.9223951276462419,0.9887437910096766
2,523860-01,0.3511,240,221,192,197,143,0.90395434208526,0.954337899543379,0.8637872724951795,0.9743589743589745
0,523288-06,0.3747,236,222,206,189,193,0.8884184437417562,0.954337899543379,0.9428571428571428,0.9786081091712355
0,523288-09,0.3848,165,184,147,130,144,0.9044500353153974,0.8980394694006905,0.9428571428571428,0.9883794428641671
1,523288-09,0.3971,233,221,202,192,193,0.9122301583601723,0.9524027607842085,0.9338690706446006,0.9904429012718908
0,523288-10,0.3174,199,175,145,134,150,0.8370044052863436,0.9095089185802085,0.9428571428571428,0.9912062265493773
5,523288-11,0.8211,164,134,141,141,133,0.9001615736018188,0.8684058279811916,0.9428571428571428,1.0
1,523288-09,0.3936,239,222,143,134,184,0.927364483883753,0.8927862505647763,0.9309709459396974,0.9907900419723327
6,523860-01,0.791,241,220,211,126,193,0.8874875632494891,0.9241940530922994,0.9239947669175178,0.974805708495664
5,523860-04,0.7293,140,125,107,109,102,0.8782127384032832,0.8811969833193644,0.8329160423830018,1.0
0,523288-10,0.7786,218,200,175,149,154,0.8617828624808918,0.9012712315196709,0.9428571428571428,0.9870644429634657
2,523860-10,0.7885,232,175,166,144,144,0.8956921946590833,0.8912203464218951,0.9162642308222319,1.0
5,523860-04,0.7731,225,208,203,184,193,0.8833130854641424,0.9330567223944065,0.9371066470055994,0.9805728288197044
6,523860-04,0.7583,140,125,107,118,87,0.8729146675213623,0.856,0.834257452597631,0.9803400070888467
0,523288-08,0.3174,148,125,142,123,129,0.8987684956128312,0.8983059097017821,0.9310119686762727,0.9893476960104407
0,523288-10,0.3174,186,165,164,141,152,0.8866524059458304,0.8989421195193564,0.8536310892452355,0.9881875052100297
5,523860-01,0.8317,239,222,134,197,193,0.898437928686199,0.9202228639577779,0.939135958645733,0.9743589743589745
1,523288-09,0.3991,241,220,193,188,186,0.9212033058604414,0.9027765445235059,0.9428571428571428,0.9926492504343084
3,523288-11,0.3961,184,164,153,131,133,0.9184705691174946,0.8880636928429541,0.9428571428571428,0.9859309579103116
7,523860-04,0.8214,140,166,111,136,97,0.8370044052863436,0.856,0.7857142857142857,0.9797640250845703
4,523860-10,0.3681,240,195,169,145,136,0.8370044052863436,0.9179450650819152,0.7857142857142857,1.0
0,523288-08,0.3182,140,184,148,138,132,0.887952700361752,0.9076454264341659,0.9137760319356723,0.9883839315850911
6,523288-09,0.876,181,130,107,137,142,0.9174209971733994,0.9021087983719829,0.9311030230826542,0.988464607639648
7,523288-11,0.3777,190,163,164,197,136,0.9060413969723182,0.8774866244704571,0.9315976787652837,0.986864257343047
3,523288-08,0.3174,145,136,156,141,146,0.9000884210229578,0.9251402162649981,0.9248593753964325,0.9888211314842652
1,523288-08,0.3174,171,147,150,139,133,0.8989395593133299,0.9141258401563758,0.9242537778195954,0.985778140971101
3,523860-01,0.876,241,221,205,197,193,0.9037412361777707,0.9421710336142015,0.9342828827610623,0.9752563407467136
6,523860-10,0.3212,176,178,173,133,187,0.8438496677029705,0.9090542352842268,0.9320842415386451,0.9885273004785248
2,523288-06,0.3174,197,216,144,141,144,0.9262060404592329,0.9176094563075998,0.9428004534809777,0.980842604992031
4,523288-10,0.3174,192,181,163,146,154,0.8768048437676155,0.9032491494642859,0.8793040787757788,0.98911049888816
2,523860-04,0.7699,140,141,107,104,112,0.8763791140585342,0.856,0.8141446136743451,0.9805996599685547
0,523288-06,0.3174,191,191,173,143,147,0.929282986830853,0.9088863920338812,0.9377327655445035,0.979590051444891
1,523288-11,0.3675,241,222,211,197,193,0.8980333422849502,0.9305058903434742,0.9428571428571428,0.975492359971994
4,523860-01,0.87,241,216,211,197,193,0.8924107302408291,0.954337899543379,0.9341973751519259,0.97449057301161
2,523288-09,0.3988,241,140,196,123,141,0.9262594971665293,0.9106842511137645,0.841921178373023,0.987720972360814
2,523288-10,0.3174,180,166,156,137,146,0.8708261042356896,0.9106458725726748,0.8559014706270623,0.9869546462296853
3,523288-10,0.3174,217,135,181,145,147,0.8787601444820292,0.9000602134353402,0.918895765655597,0.9887786305874889
0,523288-08,0.3639,227,133,199,188,131,0.9005629038307524,0.894073561087584,0.8012618033354473,0.9847623251233817
4,523288-10,0.77,232,153,135,197,144,0.8879097090437309,0.9016341131076151,0.8582839384020582,1.0
3,523288-06,0.3339,241,222,160,197,143,0.9285802956729332,0.8825459296437124,0.9387690697407455,0.98399922126152
2,523860-01,0.8134,236,211,211,197,193,0.9129869432539469,0.954337899543379,0.9428571428571428,0.9812764714450223
1,523860-01,0.8181,240,217,201,197,193,0.9192723386302403,0.954337899543379,0.939391505618595,0.9743589743589745
5,523288-10,0.3174,213,168,159,149,151,0.88966460806813,0.9120838699629211,0.9170257945122908,0.9881327702997016
6,523288-10,0.7977,184,171,177,145,149,0.8714180318432871,0.9113138896234783,0.8439125176614999,0.991792803182998
7,523860-04,0.8382,140,125,119,89,93,0.8714626987869104,0.856,0.8456150477588813,0.9835426105028081
4,523288-09,0.3741,233,158,144,141,139,0.8398889530151072,0.8782209444058937,0.8349338398093485,0.9874296259532348
0,523288-10,0.3174,222,172,159,142,148,0.8819354840811845,0.9022532425541058,0.8361327232311122,0.9855987858394754
1,523288-09,0.4061,230,212,179,197,193,0.9367088607594936,0.954337899543379,0.9389657704228391,0.9912031298927377
5,523860-04,0.854,140,125,135,89,119,0.8894818395970695,0.856,0.8299959985439224,0.97695938961359
2,523288-10,0.3551,218,168,200,149,144,0.8370044052863436,0.8874174131733318,0.8826857375401651,0.9875023559085766
0,523288-06,0.3174,241,222,210,197,193,0.9367088607594936,0.9526210290077077,0.9337627512748181,0.9845835890813605
